datetime,timestamp,countArticles,articles.article_url,articles.title,articles.description,articles.description_with_tag,articles.published_datetime,articles.published_timestamp,articles.image_url,articles.source_name,articles.source_url,articles.source_domain,text
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-walvax-vaccine-idUSKBN1YZ0JV,"China approves home-grown vaccines, offering alternative to global drugmakers' products - Reuters","China approves home-grown vaccines, offering alternative to global drugmakers' products  Reuters","<a href=""https://www.reuters.com/article/us-walvax-vaccine-idUSKBN1YZ0JV"" target=""_blank"">China approves home-grown vaccines, offering alternative to global drugmakers' products</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2019-12-31T08:00:00+00:00,1577779200,https://gnewsapi.net/redirect-news-image/63f18598d27435169755be2f09f2fe25,Reuters,https://www.reuters.com,www.reuters.com,"(This Dec 31 story corrects to show GSK did not participate in the development of Cecolin, in sixth and seventh paragraph.)"", ""BEIJING (Reuters) - China has approved a pneumonia vaccine developed by Chinese drugmaker Walvax Biotechnology’s unit, its National Medical Products Administration said in a notice on Tuesday, offering an alternative to one of Pfizer’s best-selling products Prevnar 13."", ""Pfizer’s Prevnar 13, which was approved in China in 2016, was the only pneumococcal 13-valent conjugate vaccine available around the world before Walvax’s product, the notice said."", 
""Walvax’s pneumococcal 13-valent conjugate vaccine will be mainly used to immunize children from six weeks through to five years of age from the invasive disease caused by 13 types of bacteria, the notice showed."", ""With more than 15 million newborn babies in 2018, China has huge demand for vaccines targeting pneumonia, which is the major cause of death of children under the age of five, the authority said."", ""A total of 27 cases of viral pneumonia in the central city of Wuhan were discovered and investigated by Chinese health authorities, local health commission said on Tuesday."", 
""Cecolin, an HPV vaccine developed by Chinese pharmaceutical firm Innovax, has also notched approval for sales, the administration said in a separate notice issued on the same day."", ""Cecolin will enter the HPV vaccine market shared by Merck’s Gardasil vaccines and GlaxoSmithKline’s Cervarix."
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/usa-artificial-intelligence-idUSL1N2980M0,U.S. government limits exports of artificial intelligence software - Reuters,U.S. government limits exports of artificial intelligence software  Reuters,"<a href=""https://www.reuters.com/article/usa-artificial-intelligence-idUSL1N2980M0"" target=""_blank"">U.S. government limits exports of artificial intelligence software</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2020-01-03T08:00:00+00:00,1578038400,https://gnewsapi.net/redirect-news-image/4b3fb88c737d38c22556405c02be6ed2,Reuters,https://www.reuters.com,www.reuters.com,"WASHINGTON, Jan 3 (Reuters) - The Trump administration will make it more difficult to export artificial intelligence software as of next week, part of a bid to keep sensitive technologies out of the hands of rival powers like China."", ""Under a new rule that goes into effect on Monday, companies that export certain types of geospatial imagery software from the United States must apply for a license to send it overseas except when it is being shipped to Canada."", ""The measure is the first to be finalized by the Commerce Department under a mandate from a 2018 law, which tasked the agency with writing rules to boost oversight of exports of sensitive technology to adversaries like China, for economic and security reasons."", 
""Reuters first reported that the agency was finalizing a set of narrow rules to limit such exports in a boon to U.S. industry that feared a much tougher tougher crackdown on sales abroad."", ""The rule will go into effect in the United States alone, but U.S. authorities could later submit it to international bodies to try to create a level playing field globally."", ""There has been growing frustration from Republican and Democratic lawmakers over the slow roll-out of rules toughening up export controls, with Senate Minority Leader Chuck Schumer, a Democrat, urging the Commerce Department to speed up the process."", 
""“While the government believes that it is in the national security interests of the United States to immediately implement these controls, it also wants to provide the interested public with an opportunity to comment on the control of new items,” the rule release said. (Reporting by Alexandra Alper Editing by Alistair Bell)"
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-poland-birdflu-idUSKBN1Z022J,Poland hit by bird flu outbreak on turkey farms - Reuters,Poland hit by bird flu outbreak on turkey farms  Reuters,"<a href=""https://www.reuters.com/article/us-poland-birdflu-idUSKBN1Z022J"" target=""_blank"">Poland hit by bird flu outbreak on turkey farms</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2020-01-01T08:00:00+00:00,1577865600,https://gnewsapi.net/redirect-news-image/3d4b2a3f18f4665ff2f99ddaf8936755,Reuters,https://www.reuters.com,www.reuters.com,"WARSAW (Reuters) - Bird flu has been detected in turkeys in eastern Poland, authorities said on Wednesday, and local media reported that the outbreak could require up to 40,000 birds to be slaughtered."", ""Poland, Europe’s largest poultry producer according to data from Eurostat, has not had an outbreak of bird flu since 2017."", ""Andrzej Danielak, president of Polish Association of Breeders and Poultry Producers, said that three farms might be affected, with up to 350,000 birds at risk in a three kilometer radius."", 
""“Veterinary services are implementing virus eradication procedures in this situation,” local authorities in Lubartowski county said in a press release issued on Tuesday, adding that the virus was a subtype of highly pathogenic H5N8 bird flu that can also threaten people"", ""The authorities said crisis meetings had been held, while footage from private broadcaster Polsat showed police cars blocking a road in the area."
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-iraq-security-blast-khazali-idUSKBN1Z20IZ,Iraqi militia commander orders fighters to prepare for battle: local TV - Reuters,Iraqi militia commander orders fighters to prepare for battle: local TV  Reuters,"<a href=""https://www.reuters.com/article/us-iraq-security-blast-khazali-idUSKBN1Z20IZ"" target=""_blank"">Iraqi militia commander orders fighters to prepare for battle: local TV</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2020-01-02T08:00:00+00:00,1577952000,https://gnewsapi.net/redirect-news-image/d9422e0c1e7627479c535c21efd5c7ad,Reuters,https://www.reuters.com,www.reuters.com,"BAGHDAD (Reuters) - Iran-backed Iraqi militia commander Qais al-Khazali ordered on Friday his fighters to be on high alert for an upcoming battle and said that U.S. military presence in Iraq would end soon,."", ""“All fighters should be on high alert for upcoming battle and great victory. The price for the blood for the martyred commander Abu Mahdi al-Muhandis is the complete end to American military presence in Iraq,” local TV channel al-Ahd which is close to his Asaib Ahl al-Haq militia quoted him as saying."""
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-china-xiaomi-investment-idUSKBN1Z10DY,"Xiaomi to invest $7 billion in 5G, AI and IoT over next five years - Reuters","Xiaomi to invest $7 billion in 5G, AI and IoT over next five years  Reuters","<a href=""https://www.reuters.com/article/us-china-xiaomi-investment-idUSKBN1Z10DY"" target=""_blank"">Xiaomi to invest $7 billion in 5G, AI and IoT over next five years</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2020-01-01T08:00:00+00:00,1577865600,https://gnewsapi.net/redirect-news-image/ad397ca2da2ac1c0338e799458c23c22,Reuters,https://www.reuters.com,www.reuters.com,"BEIJING (Reuters) - Chinese smartphone maker Xiaomi Corp will invest more than 50 billion yuan ($7.18 billion) in artificial intelligence and fifth generation internet technologies over the next five years, as competition in the sector grows."", ""Xiaomi Chief Executive Lei Jun made the announcement in a letter posted on the company’s social media account on Thursday, but did not provide specific investment details."", ""“We need to turn our continuous advantage we have in AIoT and intelligent life into absolute victory in intelligent full scene, and completely cement our king status in the smart era,” Lei said, using the acronym for artificial intelligence of things, a reference to a combination of AI and internet technologies."", 
""The announced investment increases Xiaomi’s pledge made last year to invest 10 billion yuan over five years in an “All in AIoT” strategy."", ""The Beijing-based company started as an affordable cellphone maker but its internet-enabled products now include smart TVs and rice-cookers."", ""However, Xiaomi also faces intense competition in its home market from rival Huawei Technologies, which captured a record 42% of China’s smartphone market in the third quarter at the expense of other local manufacturers and Apple."", 
""Lei announced in October the company planned to launch more than 10 5G phone models in 2020."", ""($1 = 6.9629 Chinese yuan)"
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-booking-hldg-russia-idUSKBN1YY11I,Russian competition watchdog opens investigation into Booking.com - Reuters,Russian competition watchdog opens investigation into Booking.com  Reuters,"<a href=""https://www.reuters.com/article/us-booking-hldg-russia-idUSKBN1YY11I"" target=""_blank"">Russian competition watchdog opens investigation into Booking.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2019-12-30T08:00:00+00:00,1577692800,https://gnewsapi.net/redirect-news-image/167b7adb203c0509df1f1f76a877a6e2,Reuters,https://www.reuters.com,www.reuters.com,"MOSCOW (Reuters) - Russia’s Federal Anti-monopoly Service (FAS) has opened an investigation into hotel reservation website Booking.com, the regulator said on Monday."", ""The FAS said that the company had asked hotels and hostels to offer the same prices on rival reservation websites as on Booking.com."", ""Booking.com did not immediately respond to a request for comment."", ""If found to be in breach of Russian anti-monopoly laws the company could face a fine of between 1% and 15% of its revenue generated in Russia."", 
""The Russian investigation follows a case against the company in the European Union, where it last week committed to bring its practices in line with EU consumer law."
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-hutch-telcom-5g-nokia-idUSKBN1YX0L9,Vodafone Hutchison Australia partners with Nokia to kick off 5G rollout - Reuters,Vodafone Hutchison Australia partners with Nokia to kick off 5G rollout  Reuters,"<a href=""https://www.reuters.com/article/us-hutch-telcom-5g-nokia-idUSKBN1YX0L9"" target=""_blank"">Vodafone Hutchison Australia partners with Nokia to kick off 5G rollout</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2019-12-29T08:00:00+00:00,1577606400,https://gnewsapi.net/redirect-news-image/8c03a422fbb9dd905eef52991bf6d8e5,Reuters,https://www.reuters.com,www.reuters.com,"(Reuters) - Vodafone’s broadband services joint venture with Hutchison Telecommunications (Australia) Ltd has partnered with Nokia to roll out 5G services in Australia, the companies said on Monday."", ""The 5G drive comes as the joint venture is caught in a legal appeal process against an antitrust regulator’s move to block its proposed A$15 billion mega-merger with TPG Telecom Ltd ."", ""In a joint statement, the companies said Vodafone Hutchison Australia, the 50-50 joint venture, would kick off its 5G rollout in the first half of 2020 with Nokia as the network vendor."", 
""“They (Nokia) presented a compelling roadmap that aligned with our 5G objectives and will help us to continue improving our 4G network for our customers,” Vodafone Chief Executive Officer Iñaki Berroeta said in the statement."", ""The Finnish telecom network equipment maker has already built a test network to demonstrate its 5G technology, and those sites will become the first area of commercial coverage for Vodafone’s 5G network."", ""The partnership was the final step in a long process, Vodafone’s Berroeta said, following the security guidance given by the country’s federal government in August 2018."", 
""Australia expanded its national security rules to exclude telecommunication equipment suppliers that it believes have ties to foreign governments, a move that disallowed Huawei Technologies Co Ltd from the country’s 5G rollout."", ""Nokia has been a beneficiary of restrictions in Western nations on market access to Huawei over allegations that China could use its equipment for espionage, a charge that Huawei has repeatedly denied."", ""Most recently, Spark New Zealand Ltd abandoned plans to rely on Huawei exclusively for the rollout of 5G services, choosing the 5G rollout with Nokia instead."""
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-indonesia-china-southchinasea-idUSKBN1Z217I,Indonesia boosts patrols after Chinese boat 'trespasses' in its waters - Reuters,Indonesia boosts patrols after Chinese boat 'trespasses' in its waters  Reuters,"<a href=""https://www.reuters.com/article/us-indonesia-china-southchinasea-idUSKBN1Z217I"" target=""_blank"">Indonesia boosts patrols after Chinese boat 'trespasses' in its waters</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2020-01-03T08:00:00+00:00,1578038400,https://gnewsapi.net/redirect-news-image/280cfc984035ef40d8d38f6c11798a04,Reuters,https://www.reuters.com,www.reuters.com,"JAKARTA (Reuters) - Indonesia has increased patrols around islands near the disputed South China Sea after a Chinese coast guard vessel “trespassed” into Indonesia’s exclusive economic zone, authorities said on Friday."", ""The Chinese vessel entered waters off the coast of the northern Natuna islands in mid-December, leading Indonesian foreign ministry to issue a “strong protest” and summon the Chinese ambassador in Jakarta."", ""Speaking in Beijing on Tuesday, Chinese Foreign Ministry spokesman Geng Shuang had said China had sovereignty over the Spratly islands and their waters and that both China and Indonesia have “normal” fishing activities there."", 
""He did not mention the Natuna islands, which lie to the southwest."", ""China claims most of the energy-rich South China Sea. Neighbors Brunei, Malaysia, the Philippines, Taiwan and Vietnam also have claims."", ""Nursyawal Embut, director of sea operations of Indonesia’s Maritime Security Agency, told Reuters that the agency had deployed more ships to the Natuna Sea."", ""“We’re intensifying patrols in the sea to anticipate territorial violations, and also illegal fishing at North Natuna. We’re trying to prevent foreign ships from violating our territory,” he said."", 
""Foreign Minister Retno Marsudi also told reporters that the government had agreed to increase patrols in the waters and reiterated Indonesia’s accusations against China."", ""Indonesia on Wednesday called on Beijing to explain the “legal basis and clear borders” regarding its claims to the exclusive economic zone."", ""Chinese embassy in Jakarta did not immediately respond to a Reuters request for comment."", ""Indonesia has repeatedly clashed with China over fishing rights around the Natuna Islands, detaining Chinese fishermen and expanding its military presence."""
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-volkswagen-emissions-idUSKBN1Z10IV,Volkswagen starts settlement talks with German consumer groups over diesel scandal - Reuters,Volkswagen starts settlement talks with German consumer groups over diesel scandal  Reuters,"<a href=""https://www.reuters.com/article/us-volkswagen-emissions-idUSKBN1Z10IV"" target=""_blank"">Volkswagen starts settlement talks with German consumer groups over diesel scandal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2020-01-02T08:00:00+00:00,1577952000,https://gnewsapi.net/redirect-news-image/f74b1482a89588f9d2999359ecc7fb1c,Reuters,https://www.reuters.com,www.reuters.com,"FRANKFURT (Reuters) - Volkswagen VOWG_p.DE on Thursday said it was in talks to discuss a settlement with German vehicle owners who are suing the carmaker over excessive pollution caused by VW's diesel cars."", ""In 2015 the carmaker admitted to using manipulated engine management software to mask excessive pollution levels in its diesel cars, sparking a raft of prosecutions and lawsuits that have led to at least 30 billion euros in legal costs and fines."", ""“Volkswagen and the Federation of German Consumer Organisations vzbv have agreed to enter into discussions regarding a possible settlement,” the carmaker said."", 
""“The discussions are at a very early stage, and there is no guarantee that they will result in a settlement. Both parties have agreed that the discussions should remain confidential.”"", ""German consumers have had less success than vehicle owners in the United States in securing compensation from VW because German cars did not lose their road worthiness certification in the wake of the diesel scandal."", ""In Germany VW’s diesel vehicles retained their road worthiness certification if customers agreed to an update of vehicle engine management software, leading VW to take a different approach to compensating consumers."""
2021-04-12T14:21:56+00:00,1618237316,20,https://www.reuters.com/article/us-iraq-security-blast-soleimani-idUSKBN1Z201C,Iran's Soleimani and Iraq's Muhandis killed in air strike: militia spokesman - Reuters,Iran's Soleimani and Iraq's Muhandis killed in air strike: militia spokesman  Reuters,"<a href=""https://www.reuters.com/article/us-iraq-security-blast-soleimani-idUSKBN1Z201C"" target=""_blank"">Iran's Soleimani and Iraq's Muhandis killed in air strike: militia spokesman</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",2020-01-02T08:00:00+00:00,1577952000,https://gnewsapi.net/redirect-news-image/e7eae9fe4009393898876f5c6eb50280,Reuters,https://www.reuters.com,www.reuters.com,"BAGHDAD (Reuters) - Iranian Major-General Qassem Soleimani, head of the elite Quds Force, and Iraqi militia commander Abu Mahdi al-Muhandis were killed late on Thursday in an air strike on their convoy in Baghdad airport, an Iraqi militia spokesman told Reuters."", ""“The American and Israeli enemy is responsible for killing the mujahideen Abu Mahdi al-Muhandis and Qassem Soleimani,” said Ahmed al-Assadi, a spokesman for Iraq’s Popular Mobilization Forces umbrella grouping of Iran-backed militias."""
